Timestamp[YYYY-MM-DD_HH:MM:SS.microseconds] ,Data[Bytes]
2019-10-09_15:02:09:876192,040000003000120FFFF2002C01F007000205834D3C2B0AC38D460100000
2019-10-09_15:02:09:878211,8F242B3AA48B88BEB861A3BC0000000011FB1EBD101900C1200FEE2D41B06CE8BFBB1C953E00000000D2ACB4BD152100F13001692314159C419C0724DBF3E000000005AA1B1BD121F00F1300F915F41A6A279C06FA203F000000003FEA8FBD172300F1200175474134E6CC0244113F0000000055B08CBD111D00B1300BC134F41AAA982C027E3283F00000000CDAFA1BDE1A00F1200B9582641ADD1342D723253E0000000058ABB0BD101C0071900521344192FF3AC07732F13E000000007BCFF5BDF1B00E1200AC2041416AD05AC0CCD7E3F00000000DF9BD0BD9160021200D1A78E4189C5A3C072C65A3F0000000065A720BDF1B00F1300CEEE284148926423A3EDA3D000000005EEA15BD142000F1B0057E3224112404DBFA6DB3E00000000B6DFA7BD121E00E12008EF15841815B8FC013E8383F00000000C127E7BDB1600A130019346414F6642FA58E93D000000005DB22BC111D00F1B00141B254178118C2CD15A3C000000008D87B6BD121E00B1A00D6CE2141B36CCE3E6F8483BD0000000023EA6BD121E00F1100B36331419E7742144A4F3D000000008B9345BDD1900F1A00CE36274196973C2318218BE00000000CF7283BD121E00B1900381F57411CEA33ED5DDAFBB00000000FDC83FBDE1900F1300328D2B419818240AC4E94BE0000000072E978BD121E00F1100D5ACB1413752242742EA3E40BAD9BB0000F5D97BD61200D1A00D7C94841B41693F3BAB83BD00000000567815BD91500E12001C706240D4B2BCDBFC9BF000005652BBA6C31DBE91500C853009BB8BD41212A442C9BFAA3D20E6C6BB00006776B5BDD1900E1B0017C542416813563F45D4DABD0000000033D373BD71300612001EBE3141F8DA2F40B6B6C0BE00000000A79D3FBD121F00F1200D8FF3641BB7C4840D378EFBE00000000758838BD131F00F130074E3B241A7D85BE9CFD263F00000000955ACCBE81400901001A3FAF419C4642E833BE3CE075EBA000042FCBFBD6130071A00471334182FAF43F1986EBE0000000052613BDA1700B11002F8AB741801C8C22512E2BC80C5CB900005AE5F2BB71300F1A00D85BA411D95C22635E4BD981A1BC0000F3B3D3DD1900F1900
2019-10-09_15:02:09:880212,3F8D44414E72F2C1CA7E11BF00000000F6F536BD152100B1A006C8BF4113C47C2571984BD011C93A0000624E77BCD1900B1A0077535441FC3299409FD47BF000040571BC14ED16BC182400F053008D62B141549A4C28DCBB4BDD0E1CBBB00008C3A7DBC8130071A002CB0B441D0AE3C27A7349BE08696B90000F23B88BD91500F190076FD69415E149140F47535BF00000000ECDDF8BC111D00F1300BD57BE41527DA63F1C7C38BE6069A8BB0000ABDCD3BA1500B12009E9DAB415567FFC1831C8BE01030390000C133F3BD71300F1B003B2BB641CEA90C23469B5BE807015BB0000AE8963D51100F19005D2E5D411D39440FCEE30BF00000000C0FFBABA7130031200BA0B0411C3FFC1DB92F8BE80BBA43B0000F2C90BD61200A19002958994136CDB6401E9973BF00000000B872113CB1700F12005238DE428FC231414887BBF00000000E40ABBCD1900F13005238DE428FC231411B8587BE0E1AEBB0000DF589FBDB1600611005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:09:959174,040000003000120FFFF2002E01F007000602BE2E9D1B0AC38D560100000
2019-10-09_15:02:09:962152,857E213AEFD880BEB861A3BC00000000046ABD101900C12007DA35A419722F3411238163F00000000A1D883BD172300F1B007E33F4160B854C0813413F000000005BFFE0BD121E00F11009FF7274159CFC7BFB3597F3E000000004523BDBD162200F1200DF6F8C41B7FCA0C0F471553F00000000DF2E3BBD152000F1300BD5E4841614F4416E3D173F00000000ED34F0BDF1B00F1A00E0BE33412FFF31C036A9D83E00000000816D2BDF1C00F11007EE724416EAA6BBF8CF6D3E00000000E5A69CBD121F00F110093343441AC27FFBFAB4BA33E000000007244B2BDC180021100CC81F41BF3484277B443D000000008D989BBD142000F1A00542F2C417DED54228DADA3D00000000EED8B8BDF1A00E1900B76338412804ABF51E73E00000000138281BDB1700A130024838841315BAEC05CBE673F0000000071D653D7130021200FFBBBC3FD3361FBCC24190BF00000000DC1503DC1500D0300992F2741F729343F5C7DB4BD00000000C13469BD121D00F1200A6BB6F41B795ED41B5BC3E3F00000000B4515FBD71300F19006AF8344122DD7C283BA92BC00000000872C2ABDF1B00F1A0033396F41E3CDA2C05C87613F000000008F319BBC81400B1200FE7EBD41C86E9BFADF4503E40A5E5BB00007672B7BD81400F13005B389040D8F91240D4EEA7BE0000000031C1FABD71400F010023527418514DE3F3A796ABE00000000797893BD131F00F1100823576413B11603FDC57CBBD00000000F2F230BDB1700F1200A9E63141EDDCA405ED599BE0000000045A34BC121E00F1300B94EBB41631B86BF8327E93DC0283ABB0000A7D03CBD71300913002B1E6141D944723F97B0DFBD00000000B2775FBD71400E1100AD52A841D0F83BBE56E6FBBC07EB0380000332EFFBD61200F1200A264BE414EC8A2BF92D803E60DB91BB0000C4DB8BE91400F12005752B8414181C9BEB2C45CBD70BDD3B0000FDB7BEA1500F11007E4FB141189A96BEAA381BDE012A23B000022CBE61100F1300DD2745419A5DF1C1A6D018BF00000000E0D712BD142000B1B0041607041CDBA863FCD28E0BD00000000935853BDB1700B130082A23141A89939407EAD6BE00000000825338BDD1A00B1100
2019-10-09_15:02:09:963150,476AB84170316C27E51C4BD80ADA3BA0000847CF93BB1600F1900289384128EB40408985E3BE000000008D4E2FBDC18007110074513B415116F5C176D39BF00000000FDC92BCE1A00E1A00B35CBE41F53C9F3E16C947BD801ED8BA000086F97BDC170071300CDF75041C03C8840E6AD27BF000000005CD46DBC101C00F13003342574131119D40CA5847BF0000803D9A3C3E6E85BC142000B05200C05FBE41116598BE8C140BD80EAC9390000C394CBE71300210002854BB41D9D15C23D8B6FBDE0C49DBB0000D9E2943D712004190054A0B641B83E3C2B3D242BE054FAB9000096D93ABD81300B1A00B4268141DBC3F3C136E77BF00000000F851CFBC91500F1B0085C9BC413CEC0C29AB95BEC0FEC3BB00001E56323D71300B1B008A57BE41D68AAB3F39647FBEA0E8ED3B0000E56C55BE61200F1300287E6E413F8D9440E9B337BF0000E82FC8BD69696ABDC1700F05200DAAD9B41F0D4B540B01478BF0000000087C545BCB1700F13005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:10:001131,040000003000120FFFF2002E01F007000202210E8DFB0AC38D660100000
2019-10-09_15:02:10:002130,E0135E3BA48B883EB861A3BC0000000011FB1EBD101900C1200A71B344152F4EC0D972AC3E00000000E022B6BD111D00F1200C4722C41B637F2BF819E933E00000000B7919CBD141F00B1100E6708E4093E1CBBFF1336D3E000000003C9726BE91500F03001AC5274139A0342A33F5B3E00000000A720B2BD172300F19008FBF564196CFF4412895D3F00000000C272A6BD162200F1B00A0353841E3F83FC0B871EF3E000000004AFFCCBD101B00F13001D8145417C35F44179A7163F00000000C86CCABD121E00F1900EC45214144B6642B267D83D00000000F5EB9EBD162200E1A0028653414481EE41D2EE3D3F0000000082D091BCB1700F190050FC894175859AC0C1FE563F00000000D6683CC1900F1300CAE98340B2796EBD2935AABC00000000E2E36BE71400B12005D945E41A07FEC41C87E483F000000007B400BD71300F1B00F1503941C1A033BFAC33A3E000000006FAF72BDB1700D120019B9284189F07C2E68519BA00000000B6CE6EBD152100F1900CFFE224125105C25479C0BD0000000046A86CBD131F00F1A00BFE345412058842F7B93F3D00000000E8A836BBE1A00F1B0094E34D41C1D8742D0A4B53D000000008AD1C4BC7130031A00816C3141F6A8C22574843C00000000AAB081BCD1A0071900FE73BA4112B2B8BF9B5F273D2042D73B0000303143BE71300D12003A6D2641AF61DF3F9C1F71BE00000000933B66BDF1B00B1200BD343641369BB40BE6897BE00000000F93849BD131F00B110055495741EDAB263F4251EBD000000008D17343D91500F1200143141D848433FF24183BD00000000B25990BD71500F10009363BE415BAF87BFF816A7BB9CD433BB0000CC222DBE61200E1300BA926241F150A73FD0F121BE00000000DF45E0BD81400B1300CBA93541684A3A405AD7BE0000000056984DBD162100F1200A6FA314185E91140C6DAA4BE0000000038D669BD101D007120052A77241ECE9973F277AFBE00000000199DD7BC81400F12002FB6B4412D5E7423C6FA3BBA1C388BB000033AEBBD81300F1A003CE6B041A43F14BEB6CA89BB22F3C1BA00007B832A3E71300E11002EBEBB414E85AE3E5EB493BD046113B000092A0CBBDC1800F1200
2019-10-09_15:02:10:004140,9829B741FBFDA83EB39CCBD0F29D390000B16A91BD81400911007E9C3E41B436C403571BBF00000000AFA81ABDD1900E1300A1574C41A5D77D4098211BBF0000000099633BBCF1B00B1300B5F7B541FB8B693FF411A5BD0E0D53A0000544D433C81400F1100503B24161F6823F23F736BE04735BA0000429CB0BD61200B130087E9BB41497F873FD14B39BE04069BA00001AF5B33AB1600B12002C1446415B5C8340A0CC1CBF00000000756A47BDF1B00712005C7EBC41A872D53F944689BE03E1BBB000055893BC91500F11009A965E418DE3A140243754BF000080C7D63D92479EBC152100F0530036ED5741F8419E40A3E84ABF00005033323D9BC182BC131E007052007A2172419E2B994054046BF000080961DBC6F8E45BCF1B00F05300FCAD5D41D142884019D234BF00000000BE319B3D6120071000E512B141BB4F33F6CCF97BF0000A069CCBDA6ECAA3E61200D05200A5F89E413996B94061E87CBF000000004FF1C23B91500F13005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:10:058130,040000003000120FFFF2002D01F007000A0CDF1E5EDB0AC38D760100000
2019-10-09_15:02:10:071134,14D3993BA48B88BEB861A3BC0000000011FB1EBD101900C12006B4953414BAEF641262D53F000000007553B3BD152000E1A00413F36415F52FC05B4ED73E0000000029B684BD121E00F130031EF2541C23E442AA31333E0000000050BCC3BD172300F1B00FC8F8741D43299C0B6F14A3F00000000797E6BC172300F13009AC32A41E218D8BF41CF863E00000000878DB8BD162300F120027284E414020F141EDAA233F000000009FC6A1BD101C00F1B00F45E4141A3BF641BC9663F000000001EE6A6BDF1B00B1A00346C89407C4680BF467D3F3E000000006E5529BE81500F3100CC232E417D234266C2F3E00000000AE10A1BDE1B0031900EFD65D41D3CAED41B87C3B3F000000004CE671BDB1700B1A006F5E86406D57642F7C4AC3D00000000751C27BE81500D1900D38122411E498C2823D963C000000003F6FA2BD111D0071A008FB18F41CAD5AAC04BA5733F0000000090673EBDC1900B130048262741DAA6C2C7BE76BD00000000327C5EBD152200F1A0068263741652912BFA6A2E73D00000000E285ABDA1600E1200B164741F7DF393ED28E7CBA00000000917523DA1600A120064241419FAE843FA3BEBE000000001B7C43BDC1800B1300BECC344161156C2627057BD000000004FE05BBDA1600B1B00B0619340B273040AA3DBCBE00000000532A11BE81500A010095BD6141FDE5113E5CA8C9BC00000000963CABBD61300E110093D02541B733D23F733358BE0000000032996BDD1900F13002F5D344169D52B40CC2FC3BE000000008BA60BD142100F1300F6E8B7411F805425A1A843D2053BDBB0000EDAEDFBDA1600E1B001FE5741C321853F398D9BE000000008A7615BD81400E130050462A412266240CB1F8DBE000000002CFA82BD101C00F13005367BC414E785BFFC95273F00000000FE70D63E81400D0300F31E7441EE86B53FD8893BBE0000000047DAABC81400F13008E66BE415D2D3BFEE9093E109620BC00007A968CBD71200F1200B5526241AE9DCD3F9F2D52BE00000000DE8C8DBDA1600F1300B263BA413AC4B93CB3F3CBEC06C5F3B000071E12BEA1600F1300DE5EB841FD385B3F134CD9BD20E093B00003F63CD3BC1800B1300
2019-10-09_15:02:10:080095,90D64141364D6F40C6E0EBF000000007A962FBD101C00F13002142C419B3927403D56CCBE00000000416F89BC91500610005D5448414C5F6440C9A76BF000000003CC8EEBCB16006110059D85A4148D944025CE39BF0000286AB2BDEAF2D1BC111E00F05200B718BA41A89EA03F27922BE40D51BB000081B2923CB1600F1100DD5DBE41139A13D78B3E1BD021903A0000CEF86FBD81400A120070E63415A58A340A0EC56BF0000C8B303E9884EFBB162300F053007D684C41AE3C8D4043772BBF0000000094E7E8BCB1700B11005133B241E89ED43FA81686BE030C5B90000A91082BC61200D1100F559BE4176825B3F65A617BE80E5E73B000049D8A83D81300712002256BE41EC79CF3FFAFD59BE0C5BDBB000029AA6ABDB1600F130015B583414B7794052CA15BF000000008716A53C81400F1200EFCBA141F1FEBD40A6D08CBF0E0303A00001A2CDCBC71300E13005238DE428FC2314161E87CBF000000004FF1C23B91500F13005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:10:119077,040000003000120FFFF2002C01F007000E0244AE3FBB0AC38D860100000
2019-10-09_15:02:10:121097,8F242B3AA48B88BEB861A3BC0000000011FB1EBD101900C1200FD89514181D148C0D8F803F00000000E992D7BD182400F13008C7B2C4197805C08F68B03E000000007F8DBABD131E00B100030172D4165F2C6BFCD4E833E000000006A3CC6BD182400F13004FC73441E8C020C0F48ACC3E000000005753E6BD121E00F12002DB04C419BEF7CC0F9D6243F00000000CB8A9FBD101D00F1300459C8541B4D494C0E242453F00000000189663C142000F1200D942641E9D9442AE381C3E0000000085259EBD162200F1900355543411F8257C034F6D3F00000000A83BE8BDE1B00B11005FB98940EB1086BEDE137E3D00000000249811BEC1A00E1300DF5E2441BADC6C2237341BD000000001F239BBD142000A19001AB466418418ED41D3C1403F0000000095FF8CBDC1800B1B0077571416E93EA41F65F493F000000001A3383BD81400F1B0059105B413C968BC087A353F00000000DFDE93BDA1600B12008D156041CA77ED4147513D3F00000000FD0FFBC9150061A0059EB8E41437A9C0EF4E6D3F000000009B49BBD91500F13008178840A750FB3EFA1890BD00000000138ACBE91600D11005BB22A412E6D5C23428ABBD00000000FBBA25BD15210061B00278E56414747442D8543A3E00000000CDA4E6BC81400F1B00EB274A419E9E6C2B12EC9BC00000000332A89BDD1900F1B0098C53241FD7B842D48BB03C00000000A792EEBCB1800F1A004E6D584173A73A3E40EB2B3D0000000010259E3B91400E1300EF8A4241E3E8A43F88C512BE00000000B659ADBDB1800F1300E0D12841DA8EC93FD97538BE0000000028714DBDA1600F10007EC85C41C3729F3F29A510BE00000000E9B68BD91600B12009D64BE41204EA2BFAE23E09E493A0000C753A1BDC1800F1100E02C2A41F9451440F09DA4BE0000000049D24ABDF1B00F12003C995A418A81983FFC4810BE00000000F79F943CA1600F12002ADF62412EB4DD3F8B4354BE000000009DA336BDA1600F1200E9A576413044D83F12B48BE000000008EB252BDA1600B1300C11733419A22374019C2D7BE000000002EC54EBD152100F120054D53B416AB04A40582CEBBE00000000F72A56BDE1B00B1300
2019-10-09_15:02:10:123072,D2EAB941A25E573F7B1A3DBEE0CE33B00006B61F5BCD1900E1200981445411C3C6F40A06113BF00000000498F3CBD101C00F13007DD6B541CA677E3FA4E28BE80F6993A0000BC6967BC91500B13007F5FBE417F497DBEDF39EFBC5A27BBC00004ED299BD91500611002339544184B78E408F5035BF00000000E3D5E7BC111D00B13008430B1416B5C3C2B35A9ABE8071D3B000098D5BEBD61200F1A00AC46141CBA39340685338BF0000E81ACABDE22C1DBD111D00F05200E9D766419AA8A54027A462BF0000000096361EB8152100F0200A759BE41AF2C6B3F569E47BE097F6BA00002B6946BDA1500F1200B7917B41CEF09F40EF1D56BF0000855CA3D35528B3B101C00F05300639A6E416682A240CB4146BF0000605603DFEFC5DBD712003053007A53BE41D5A694059119CBEC07D933B000023A39C3B61200A12005238DE428FC23141A6D08CBF0E0303A00001A2CDCBC71300E13005238DE428FC2314161E87CBF000000004FF1C23B91500F13005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:10:207035,040000003000120FFFF2002A01F007000A09FEE09B1AC38D960100000
2019-10-09_15:02:10:210031,8F242B3AA48B88BEB861A3BC0000000011FB1EBD10190081200D2874E41B6EA3BC0F970ED3E00000000637EAEBD192500F13003D4D2B41BA4ECEBFDD6E813E00000000F55EBDBD121E00F11005C2A43415AF855C0EE9E103F0000000095AEF9BDB1700F12007794E418F3D80C0A08C253F000000008788BBBDF1B00F1300A92D83418D8D92C0C87E453F000000007CAC1BBF1B00F1300FD586541E3232C0B627D03E000000003A7AC7BA7130091200BFAB3B41DA3A47C0FED913F000000001AACD3BDC1900A120069695C4163E386C014952D3F0000000074786BDB1700A13001DE725417F3D842DF92143D00000000D4B29DBD152100F1A00419854413C66542FB32F3E00000000562042BCA1600F1B0030FA8841A0CFA8C06FA5773F0000000081DA97BD81400F13009725894039DB533FC0407BE000000002DE2E7BD81500F1300A6AE294161A34C21918EBBD000000007D8D42BD192400F1A009E8138417533FBFAC2FD83D00000000C816C8BD9150061300F324E41B3296C2C09852BD00000000AA511BCE1A00F1B002C66BE41EEBCABFD3CC2E3E802196BB000077F075BDB1600F110048E58D40AE56440C26D85BE0000000035BDA7BD81400E0200CA22641E9BDD73F7F1857BE00000000B7C98BBD182300F11005B273B41ACBE6C21AC749BD00000000ED38C9BBC1800F1B005D62364130BB9A3FED6A6BE00000000516990BDA160031100CC4B84166EFA6BF53B4A63D4046723B0000D1BCF6BD61200F11001D8FBD419DFE18BFC431233D2028E6BB0000AC828FBDD1900B120039AB341A3CC4BBEE6786C3B7C18BB0000D75765BD61200B1100C3D3441EBA530402416BFBE0000000025859DBDC1800F110097156041C4A9C53F5D4555BE000000004499F6BCA1600F13007BC784193EDD3F67735FBE0000000052109ABD81500E1200CB6E5A41C8D9853F18722ABE00000000465D2CBD71300B11001BAB8418CB3C296DF43BE065EBC0000E454ACBD61300B1A0046D5BC41E536283FD5EB1CBE80F4CBB0000709D6CBDB1600F1200481D3E4111951F40C84B7BE000000008910F7BC91600B11002552BB4157203C21E9C89BE0F142BB0000AD0C9BD8140071800
2019-10-09_15:02:10:212030,273D5141DA648D40D98331BF0000000075F798BCE1900B1200B04B14118252C28CFE85BE09BCBB000012BC3BD61200919008A503C41234C407296F2BE00000000118D86BDC1900F1300EB77484148DC8540403D25BF00000000586C61BD915007130014676641AEB1964041E40BF0000A0EB1EBDD6191ABCE1A00B0520012F43D4170786D408D3D16BF00000000436146BC8150071000496B594108A8F40E9E939BF0000F81DFBDCC43A0BCE1A00B053007AF66041224398404E343BF0000C0228ABCE2EBCD19007053006678BC41BD74F33FBC085BE40B08BBB000083E71BC91400F130055486C41C28DA9403F3E68BF00000000E442893BC1800B33005238DE428FC23141CB4146BF0000605603DFEFC5DBD712003053005238DE428FC2314159119CBEC07D933B000023A39C3B61200A12005238DE428FC23141A6D08CBF0E0303A00001A2CDCBC71300E13005238DE428FC2314161E87CBF000000004FF1C23B91500F13005238DE428FC2314140EA42BF00000000F769A33E61000D01005238DE428FC23141B9A452BF000068748C3DA557B5BA101C00B053005238DE428FC23141B5D17ABE0A1373A000032B149BD61200F11005238DE428FC231413D7C9BBEC092BFBB0000CBA45EBB81300E13005238DE428FC23141DB345EBF00000000F1CC29BCF1B00F13005238DE428FC23141C73666BF0C38C3B0000B37A563A61200F12005238DE428FC23141695621BF00000000B0AA16BC91200F13005238DE428FC23141733DE4BE000000009F6EA03E6F00802005238DE428FC231419E6DB33C00000000AE772BD6F00602005238DE428FC23141A7A5373D00000000AD3F633E6F00E01005238DE428FC23141912C78BD000000001D5241BB71000602005238DE428FC23141BBC83BD00000000DED36BB71000B01005238DE428FC23141A37DB1BC00000000A6E51ABD81100E03005238DE428FC2314133B0943DC048E2BA00001C535DBD71100B32005238DE428FC23141108415BD000000008592613D71100D31005238DE428FC2314133B6FA3B68AB59BA0000625D9DBC6F00E32005238DE428FC23141F255B43C405464BB0000CF81C73D6F00932005238DE428FC231414E43D3DB0C231BB000063A482BD6F0063300
2019-10-09_15:02:10:277999,040000003000120FFFF2002601F007000A030C1DE17B1AC38DA60100000
2019-10-09_15:02:10:280999,8F242B3AA48B88BEB861A3BC0000000011FB1EBD101900C1200BA5B384157FF1FC0AA48C63E0000000072E1CCBD121E00B12007BB34B41E22531C0AE4DE13E00000000E23D95BD192500F13005EC1804192478EC05A823A3F00000000A4865BC152100F1300EFC82841702866BFDAA1183E00000000726BAEBD1A2600F1200AC3C3A414E2C45C0AE713F000000002021CBE71300F1000129D4C41E2777DC03179293F00000000939C0BDD1900F12004E6F5541B870F14111652A3F00000000F178B8BDD1900A1B00251925412278842C24AF3D00000000D78EA9BD162200B1A0042030418F58742D28F803D0000000055598BBDF1C00F1B00216024411D4A463FD033C2BD0000000013FD79BD152100F110044DD5C41E08983C0E5E4293F000000000E5BDBD915002120090FA5C41A9097C06A414E3F00000000E6F74FBD71300F110077EC2B4118ED3C2DF62DBE00000000DB9A72BD172300F1A00A2436A41F93098C053FE553F00000000F9C99BD61200F1300B131354167554C2C82D2BD000000009B6FB1BCD190031B00C04C494187A2523F8132ACBD00000000F173BDD1900E1300524C2A41B9B7F23F55E882BE00000000DAF855BD101D00F1000AF63BD41D3626BBFA090A3E30161EBC0000521C21BEA1600E110048AB2D41F02427402388B9BE0000000082676EBD101B00E1300286B5D4118252C26D4B57BE000000003821F03B91500B1900954B7419FC7593E2E8386BC9076CE3A0000CC3A44BD81500913000E1B041CD9B8FBDA02FDD3D9076BEBB0000CB5F8DBD61200B1300E25E3F4155FB4C40489FF5BE0000000034EB7BCF1B00F13004586BC41F318933E6D30ABBD206ADFBB0000BE156CBCD1900B130011257E415FF4EE3F752379BE000000008B9F65BDA1600E1300A9EB3241A67233403B5CCDBE00000000AAA43FBDE1A00F1100BEFD494165917E40686619BF00000000F04A5CBD111C00B1300F63BF41D3344C2F0897FBE40114BB000047C9D1BBA1600F1900F18DB9417554C234B5FFBD40B6B7BB000013C88A3D61200A1A00ACA06141C3FF9A403FD4CBF00000E3163D4543BC111D007053009024B241CC5D2C2134E9ABE071163B00004DAD73BDA1600B1A00
